"id","field","code","name","description"
"iso20022_purpose_stdy","purpose","STDY","Study","Transaction is related to a payment of study/tuition costs."
"iso20022_purpose_tban","purpose","TBAN","TBA Pair Off Netting","TBA pair-off cash wire net movement"
"iso20022_purpose_tbil","purpose","TBIL","Telecommunications Bill","Transaction is related to a payment of telecommunications related bill."
"iso20022_purpose_tcsc","purpose","TCSC","Town Council Service Charges","Transaction is related to a payment associated with charges levied by a town council."
"iso20022_purpose_teli","purpose","TELI","Telephone Initiated Transaction","Transaction is related to a payment initiated via telephone."
"iso20022_purpose_tmpg","purpose","TMPG","TMPG Claim Payment","Cash payment resulting from a TMPG Claim"
"iso20022_purpose_tpri","purpose","TPRI","Tri Party Repo Interest","Tri-Party Repo related interest"
"iso20022_purpose_tprp","purpose","TPRP","Tri Party Repo Netting","Tri-party Repo related net gain/loss cash movement"
"iso20022_purpose_trnc","purpose","TRNC","Truncated Payment Slip","Transaction is payment of a beneficiary prefilled payment slip where beneficiary to payer information is truncated."
"iso20022_purpose_trvc","purpose","TRVC","Traveller Cheque","Transaction is the payment of a travellers cheque"
"iso20022_purpose_webi","purpose","WEBI","Internet Initiated Transaction","Transaction is related to a payment initiated via internet."
"iso20022_purpose_ipay","purpose","IPAY","Instant Payments","Transaction in which the amount is available to the payee immediately."
"iso20022_purpose_ipca","purpose","IPCA","Instant Payments Cancellation","Transaction in which the Return of the amount is fully returned."
"iso20022_purpose_ipdo","purpose","IPDO","Instant Payments for Donations","Transaction in which the amount is available to the payee immediately, done for donations, with sending the address data of the payer."
"iso20022_purpose_ipea","purpose","IPEA","Instant Payments in eCommerce without Address Data","Transaction in which the amount is available to the payee immediately, done in E-commerce, without sending the address data of the payer."
"iso20022_purpose_ipec","purpose","IPEC","Instant Payments in eCommerce with Address Data","Transaction in which the amount is available to the payee immediately, done in E-commerce, with sending the address data of the payer."
"iso20022_purpose_ipew","purpose","IPEW","Instant Payments in eCommerce","Transaction in which the amount is available to the payee immediately, done in E-commerce."
"iso20022_purpose_ipps","purpose","IPPS","Instant Payments at POS","Transaction in which the amount is available to the payee immediately, done at POS."
"iso20022_purpose_iprt","purpose","IPRT","Instant Payments Return","Transaction in which the Return of the amount is fully or partial returned."
"iso20022_purpose_ipu2","purpose","IPU2","Instant Payments Unattended Vending Machine with 2FA","Transaction is made via an unattending vending machine by using 2-factor-authentification."
"iso20022_purpose_ipuw","purpose","IPUW","Instant Payments Unattended Vending Machine without 2FA","Transaction is made via an unattending vending machine by without using 2-factor-authentification."
"iso20022_purpose_anni","purpose","ANNI","Annuity","Transaction settles annuity related to credit, insurance, investments, other.n"
"iso20022_purpose_cafi","purpose","CAFI","Custodian Management Fee In house","Transaction is the payment of custodian account management fee where custodian bank and current account servicing bank coincide"
"iso20022_purpose_cfdi","purpose","CFDI","Capital Falling Due In house","Transaction is the payment of capital falling due where custodian bank and current account servicing bank coincide"
"iso20022_purpose_cmdt","purpose","CMDT","Commodity Transfer","Transaction is payment of commodities."
"iso20022_purpose_deri","purpose","DERI","Derivatives","Transaction is related to a derivatives transaction"
"iso20022_purpose_divd","purpose","DIVD","Dividend","Transaction is payment of dividends."
"iso20022_purpose_frex","purpose","FREX","Foreign Exchange","Transaction is related to a foreign exchange operation."
"iso20022_purpose_hedg","purpose","HEDG","Hedging","Transaction is related to a hedging operation."
"iso20022_purpose_invs","purpose","INVS","Investment and Securities","Transaction is for the payment of mutual funds, investment products and shares"
"iso20022_purpose_prme","purpose","PRME","Precious Metal","Transaction is related to a precious metal operation."
"iso20022_purpose_savg","purpose","SAVG","Savings","Transfer to savings/retirement account."
"iso20022_purpose_secu","purpose","SECU","Securities","Transaction is the payment of securities."
"iso20022_purpose_sepi","purpose","SEPI","Securities Purchase In house","Transaction is the payment of a purchase of securities where custodian bank and current account servicing bank coincide"
"iso20022_purpose_trea","purpose","TREA","Treasury Payment","Transaction is related to treasury operations."
"iso20022_purpose_unit","purpose","UNIT","Unit Trust Purchase","Transaction is purchase of Unit Trust"
"iso20022_purpose_fnet","purpose","FNET","Futures Netting Payment","Cash associated with a netting of futures payments. Refer to CCPM codeword for netting of initial and variation margin through a CCP"
"iso20022_purpose_futr","purpose","FUTR","Futures","Cash related to futures trading activity."
"iso20022_purpose_ants","purpose","ANTS","Anesthesia Services","Transaction is a payment for anesthesia services."
"iso20022_purpose_cvcf","purpose","CVCF","Convalescent Care Facility","Transaction is a payment for convalescence care facility services."
"iso20022_purpose_dmeq","purpose","DMEQ","Durable Medicale Equipment","Transaction is a payment is for use of durable medical equipment."
"iso20022_purpose_dnts","purpose","DNTS","Dental Services","Transaction is a payment for dental services."
"iso20022_purpose_hltc","purpose","HLTC","Home Health Care","Transaction is a payment for home health care services."
"iso20022_purpose_hlti","purpose","HLTI","Health Insurance","Transaction is a payment of health insurance."
"iso20022_purpose_hspc","purpose","HSPC","Hospital Care","Transaction is a payment for hospital care services."
"iso20022_purpose_icrf","purpose","ICRF","Intermediate Care Facility","Transaction is a payment for intermediate care facility services."
"iso20022_purpose_ltcf","purpose","LTCF","Long Term Care Facility","Transaction is a payment for long-term care facility services."
"iso20022_purpose_mafc","purpose","MAFC","Medical Aid Fund Contribution","Transaction is contribution to medical aid fund."
"iso20022_purpose_marf","purpose","MARF","Medical Aid Refund","Transaction is related to a medical aid refund."
"iso20022_purpose_mdcs","purpose","MDCS","Medical Services","Transaction is a payment for medical care services."
"iso20022_purpose_view","purpose","VIEW","Vision Care","Transaction is a payment for vision care services."
"iso20022_purpose_cdep","purpose","CDEP","Credit Default Event Payment","Payment related to a credit default event"
"iso20022_purpose_swfp","purpose","SWFP","Swap Contract Final Payment","Final payments for a swap contract"
"iso20022_purpose_swpp","purpose","SWPP","Swap Contract Partial Payment","Partial payment for a swap contract"
"iso20022_purpose_swrs","purpose","SWRS","Swap Contract Reset Payment","Reset payment for a swap contract"
"iso20022_purpose_swuf","purpose","SWUF","Swap Contract Upfront Payment","Upfront payment for a swap contract"
"iso20022_purpose_adcs","purpose","ADCS","Advisory Donation Copyright Services","Payments for donation, sponsorship, advisory, intellectual and other copyright services."
"iso20022_purpose_aemp","purpose","AEMP","Active Employment Policy","Payment concerning active employment policy."
"iso20022_purpose_allw","purpose","ALLW","Allowance","Transaction is the payment of allowances."
"iso20022_purpose_almy","purpose","ALMY","Alimony Payment","Transaction is the payment of alimony."
"iso20022_purpose_bbsc","purpose","BBSC","Baby Bonus Scheme","Transaction is related to a payment made as incentive to encourage parents to have more children"
"iso20022_purpose_bech","purpose","BECH","Child Benefit","Transaction is related to a payment made to assist parent/guardian to maintain child."
"iso20022_purpose_bene","purpose","BENE","Unemployment Disability Benefit","Transaction is related to a payment to a person who is unemployed/disabled."
"iso20022_purpose_bonu","purpose","BONU","Bonus Payment","Transaction is related to payment of a bonus."
"iso20022_purpose_cchd","purpose","CCHD","Cash Compensation Helplessness Disability","Payments made by Government institute related to cash compensation, helplessness, disability. These payments are made by the Government institution as a social benefit in addition to regularly paid salary or pension."
"iso20022_purpose_comm","purpose","COMM","Commission","Transaction is payment of commission."
"iso20022_purpose_cslp","purpose","CSLP","Company Social Loan Payment To Bank","Transaction is a payment by a company to a bank for financing social loans to employees."
"iso20022_purpose_gfrp","purpose","GFRP","Guarantee Fund Rights Payment","Compensation to unemployed persons during insolvency procedures."
"iso20022_purpose_gvea","purpose","GVEA","Austrian Government Employees Category A","Transaction is payment to category A Austrian government employees."
"iso20022_purpose_gveb","purpose","GVEB","Austrian Government Employees Category B","Transaction is payment to category B Austrian government employees."
"iso20022_purpose_gvec","purpose","GVEC","Austrian Government Employees Category C","Transaction is payment to category C Austrian government employees."
"iso20022_purpose_gved","purpose","GVED","Austrian Government Employees Category D","Transaction is payment to category D Austrian government employees."
"iso20022_purpose_gwlt","purpose","GWLT","Goverment War Legislation Transfer","Payment to victims of war violence and to disabled soldiers."
"iso20022_purpose_hrec","purpose","HREC","Housing Related Contribution","Transaction is a contribution by an employer to the housing expenditures (purchase, construction, renovation) of the employees within a tax free fringe benefit system "
"iso20022_purpose_payr","purpose","PAYR","Payroll","Transaction is related to the payment of payroll."
"iso20022_purpose_pefc","purpose","PEFC","Pension Fund Contribution","Transaction is contribution to pension fund."
"iso20022_purpose_pens","purpose","PENS","Pension Payment","Transaction is the payment of pension."
"iso20022_purpose_prcp","purpose","PRCP","Price Payment","Transaction is related to a payment of a price."
"iso20022_purpose_rhbs","purpose","RHBS","Rehabilitation Support","Benefit for the duration of occupational rehabilitation."
"iso20022_purpose_sala","purpose","SALA","Salary Payment","Transaction is the payment of salaries."
"iso20022_purpose_spsp","purpose","SPSP","Salary Pension Sum Payment","Salary or pension payment for more months in one amount or a delayed payment of salaries or pensions."
"iso20022_purpose_ssbe","purpose","SSBE","Social Security Benefit","Transaction is a social security benefit, ie payment made by a government to support individuals."
"iso20022_purpose_lbin","purpose","LBIN","Lending Buy In Netting","Net payment related to a buy-in. When an investment manager is bought in on a sell trade that fails due to a failed securities lending recall, the IM may seize the underlying collateral to pay for the buy-in. Any difference between the value of the collateral and the sell proceeds would be paid or received under this code"
"iso20022_purpose_lcol","purpose","LCOL","Lending Cash Collateral Free Movement","Free movement of cash collateral. Cash collateral paid by the borrower is done separately from the delivery of the shares at loan opening or return of collateral done separately from return of the loaned security. Note: common when the currency of the security is different the currency of the cash collateral."
"iso20022_purpose_lfee","purpose","LFEE","Lending Fees","Fee payments, other than rebates, for securities lending. Includes (a) exclusive fees; (b) transaction fees; (c)
custodian fees; (d) minimum balance fees"
"iso20022_purpose_lmeq","purpose","LMEQ","Lending Equity Marked to Market Cash Collateral","Cash collateral payments resulting from the marked-to-market of a portfolio of loaned equity securities"
"iso20022_purpose_lmfi","purpose","LMFI","Lending Fixed Income Marked to Market Cash Collateral","Cash collateral payments resulting from the marked-to-market of a portfolio of loaned fixed income securities"
"iso20022_purpose_lmrk","purpose","LMRK","Lending Unspecified Type of Marked to Market Cash Collateral","Cash collateral payments resulting from the marked-to-market of a portfolio of loaned securities where the instrument
types are not specified"
"iso20022_purpose_lreb","purpose","LREB","Lending Rebate Payments","Securities lending rebate payments"
"iso20022_purpose_lrev","purpose","LREV","Lending Revenue Payments","Revenue payments made by the lending agent to the client"
"iso20022_purpose_lsfl","purpose","LSFL","Lending Claim Payment","Payments made by a borrower to a lending agent to satisfy claims made by the investment manager related to sell fails from late loan recall deliveries"
"iso20022_purpose_estx","purpose","ESTX","Estate Tax","Transaction is related to a payment of estate tax."
"iso20022_purpose_fwlv","purpose","FWLV","Foreign Worker Levy","Transaction is related to a payment of Foreign Worker Levy"
"iso20022_purpose_gstx","purpose","GSTX","Goods Services Tax","Transaction is the payment of Goods & Services Tax"
"iso20022_purpose_hstx","purpose","HSTX","Housing Tax","Transaction is related to a payment of housing tax."
"iso20022_purpose_intx","purpose","INTX","Income Tax","Transaction is related to a payment of income tax."
"iso20022_purpose_nitx","purpose","NITX","NetIncome Tax","Transaction is related to a payment of net income tax."
"iso20022_purpose_ptxp","purpose","PTXP","Property Tax","Transaction is related to a payment of property tax."
"iso20022_purpose_rdtx","purpose","RDTX","Road Tax","Transaction is related to a payment of road tax."
"iso20022_purpose_taxs","purpose","TAXS","Tax Payment","Transaction is the payment of taxes."
"iso20022_purpose_vatx","purpose","VATX","Value Added Tax Payment","Transaction is the payment of value added tax."
"iso20022_purpose_whld","purpose","WHLD","With Holding","Transaction is related to a payment of withholding tax."
"iso20022_purpose_taxr","purpose","TAXR","Tax Refund","Transaction is the refund of a tax payment or obligation."
"iso20022_purpose_b112","purpose","B112","Trailer Fee Payment","US mutual fund trailer fee (12b-1) payment"
"iso20022_purpose_br12","purpose","BR12","Trailer Fee Rebate","US mutual fund trailer fee (12b-1) rebate payment"
"iso20022_purpose_tlrf","purpose","TLRF","Non US Mutual Fund Trailer Fee Payment","Any non-US mutual fund trailer fee (retrocession) payment (use ISIN to determine onshore versus offshore designation)"
"iso20022_purpose_tlrr","purpose","TLRR","Non US Mutual Fund Trailer Fee Rebate Payment","Any non-US mutual fund trailer fee (retrocession) rebate payment (use ISIN to determine onshore versus offshore designation)"
"iso20022_purpose_airb","purpose","AIRB","Air","Transaction is a payment for air transport related business."
"iso20022_purpose_busb","purpose","BUSB","Bus","Transaction is a payment for bus transport related business."
"iso20022_purpose_ferb","purpose","FERB","Ferry","Transaction is a payment for ferry related business."
"iso20022_purpose_rlwy","purpose","RLWY","Railway","Transaction is a payment for railway transport related business."
"iso20022_purpose_trpt","purpose","TRPT","Road Pricing","Transaction is for the payment to top-up pre-paid card and electronic road pricing for the purpose of transportation"
"iso20022_purpose_cbtv","purpose","CBTV","Cable TV Bill","Transaction is related to a payment of cable TV bill."
"iso20022_purpose_elec","purpose","ELEC","Electricity Bill","Transaction is related to a payment of electricity bill."
"iso20022_purpose_enrg","purpose","ENRG","Energies","Transaction is related to a utility operation."
"iso20022_purpose_gasb","purpose","GASB","Gas Bill","Transaction is related to a payment of gas bill."
"iso20022_purpose_nwch","purpose","NWCH","Network Charge","Transaction is related to a payment of network charges."
"iso20022_purpose_nwcm","purpose","NWCM","Network Communication","Transaction is related to a payment of network communication."
"iso20022_purpose_otlc","purpose","OTLC","Other Telecom Related Bill","Transaction is related to a payment of other telecom related bill."
"iso20022_purpose_phon","purpose","PHON","Telephone Bill","Transaction is related to a payment of telephone bill."
"iso20022_purpose_ubil","purpose","UBIL","Utilities","Transaction is for the payment to common utility provider that provide gas, water and/or electricity."
"iso20022_purpose_wter","purpose","WTER","Water Bill","Transaction is related to a payment of water bill."
"iso20022_purpose_bond","purpose","BOND","Bonds","Securities Lending-Settlement of Bond transaction."
"iso20022_purpose_cabd","purpose","CABD","Corporate Actions-Bonds","Securities Lending-Settlement of Corporate Actions: Bonds transactions."
"iso20022_purpose_caeq","purpose","CAEQ","Corporate Actions-Equities","Securities Lending-Settlement of Corporate Actions: Equities transactions."
"iso20022_purpose_cbcr","purpose","CBCR","Credit Card","Card Settlement-Settlement of Credit Card transactions."
"iso20022_purpose_dbcr","purpose","DBCR","Debit Card","Card Settlement-Settlement of Debit Card transactions."
"iso20022_purpose_dicl","purpose","DICL","Diners","Card Settlement-Settlement of Diners transactions."
"iso20022_purpose_eqts","purpose","EQTS","Equities","Securities Lending-Settlement of Equities transactions."
"iso20022_purpose_flcr","purpose","FLCR","Fleet Card","Card Settlement-Settlement of Fleet transactions."
"iso20022_purpose_eftc","purpose","EFTC","Low Value Credit","Utilities-Settlement of Low value Credit transactions."
"iso20022_purpose_eftd","purpose","EFTD","Low Value Debit","Utilities-Settlement of Low value Debit transactions."
"iso20022_purpose_moma","purpose","MOMA","Money Market","Securities Lending-ettlement of Money Market PCH."
"iso20022_purpose_rapi","purpose","RAPI","Rapid Payment Instruction","Instant Payments-Settlement of Rapid Payment Instruction (RPI) transactions."
"iso20022_purpose_gamb","purpose","GAMB","Gambling or Wagering Payment","General-Payments towards a purchase or winnings received from gambling, betting or other wagering activities."
"iso20022_purpose_lott","purpose","LOTT","Lottery Payment","General-Payment towards a purchase or winnings received from lottery activities."
"iso20022_purpose_gafa","purpose","GAFA","Government Family Allowance","Salary and Benefits-Allowance from government to support family."
"iso20022_purpose_gaho","purpose","GAHO","Government Housing Allowance","Salary and Benefits-Allowance from government to individuals to support payments of housing."
"iso20022_purpose_amex","purpose","AMEX","Amex","Card Settlement-Settlement of AMEX transactions."
"iso20022_purpose_sasw","purpose","SASW","ATM","Card Settlement-Settlement of ATM transactions."
"iso20022_purpose_auco","purpose","AUCO","Authenticated Collections","Utilities-Settlement of Authenticated Collections transactions."
"iso20022_purpose_pcom","purpose","PCOM","Property Completion Payment","Final payment to complete the purchase of a property."
"iso20022_purpose_pdep","purpose","PDEP","Property Deposit","Payment of the deposit required towards purchase of a property."
"iso20022_purpose_plds","purpose","PLDS","Property Loan Disbursement","Payment of funds from a lender as part of the issuance of a property loan."
"iso20022_purpose_plrf","purpose","PLRF","Property Loan Refinancing","Transfer or extension of a property financing arrangement to a new deal or loan provider, without change of ownership of property."
